COUNT_STAR,OBJECT_TYPE,OBJECT_NAME,OBJECT_SCHEMA,AVG_TIMER_WAIT,SUM_TIMER_WAIT,MAX_TIMER_WAIT,MIN_TIMER_WAIT

