POOL_ID,HIT_RATE,POOL_SIZE,LRU_IO_TOTAL,FREE_BUFFERS,PENDING_READS,LRU_IO_CURRENT,DATABASE_PAGES,PAGES_READ_RATE,READ_AHEAD_RATE,PAGES_MADE_YOUNG,NUMBER_PAGES_GET,UNCOMPRESS_TOTAL,PENDING_FLUSH_LRU,NUMBER_PAGES_READ,PAGES_CREATE_RATE,PENDING_DECOMPRESS,PENDING_FLUSH_LIST,PAGES_WRITTEN_RATE,UNCOMPRESS_CURRENT,OLD_DATABASE_PAGES,PAGES_NOT_MADE_YOUNG,NUMBER_PAGES_CREATED,NUMBER_PAGES_WRITTEN,PAGES_MADE_YOUNG_RATE,MODIFIED_DATABASE_PAGES,NUMBER_PAGES_READ_AHEAD,READ_AHEAD_EVICTED_RATE,NUMBER_READ_AHEAD_EVICTED,PAGES_MADE_NOT_YOUNG_RATE,YOUNG_MAKE_PER_THOUSAND_GETS,NOT_YOUNG_MAKE_PER_THOUSAND_GETS
0,1000,8191,0,7994,0,0,196,0,0,0,14703,0,0,196,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0

