THREAD_ID,HOLDER_THREAD_ID,FILE,LINE,READERS,LOCK_WORD,WAIT_TYPE,WAIT_TIME,WAIT_OBJECT,OBJECT_NAME,HOLDER_LINE,HOLDER_FILE,CREATED_LINE,WAITERS_FLAG,CREATED_FILE,WRITER_THREAD,OS_WAIT_COUNT,LAST_WRITER_FILE,LAST_READER_LINE,LAST_WRITER_LINE,LAST_READER_FILE,RESERVATION_MODE

