CURRENT_KEY_ID,NAME,SPACE,MIN_KEY_VERSION,ENCRYPTION_SCHEME,KEYSERVER_REQUESTS,CURRENT_KEY_VERSION,ROTATING_OR_FLUSHING,KEY_ROTATION_PAGE_NUMBER,KEY_ROTATION_MAX_PAGE_NUMBER

