USER,CPU_TIME,ROWS_SENT,ROWS_READ,BUSY_TIME,BYTES_SENT,ROWS_DELETED,ROWS_UPDATED,ROWS_INSERTED,EMPTY_QUERIES,ACCESS_DENIED,CONNECTED_TIME,OTHER_COMMANDS,BYTES_RECEIVED,UPDATE_COMMANDS,SELECT_COMMANDS,LOST_CONNECTIONS,TOTAL_CONNECTIONS,DENIED_CONNECTIONS,COMMIT_TRANSACTIONS,BINLOG_BYTES_WRITTEN,ROLLBACK_TRANSACTIONS,TOTAL_SSL_CONNECTIONS,CONCURRENT_CONNECTIONS,MAX_STATEMENT_TIME_EXCEEDED

