THREAD_ID,PROCESSLIST_ID,PARENT_THREAD_ID,NAME,TYPE,ROLE,INSTRUMENTED,PROCESSLIST_DB,PROCESSLIST_TIME,PROCESSLIST_USER,PROCESSLIST_HOST,PROCESSLIST_INFO,PROCESSLIST_STATE,PROCESSLIST_COMMAND

