THREAD_ID,COUNT_STAR,SUM_ERRORS,EVENT_NAME,SUM_WARNINGS,SUM_LOCK_TIME,SUM_ROWS_SENT,SUM_SORT_SCAN,SUM_SORT_ROWS,SUM_TIMER_WAIT,MAX_TIMER_WAIT,AVG_TIMER_WAIT,SUM_SORT_RANGE,MIN_TIMER_WAIT,SUM_SELECT_SCAN,SUM_SELECT_RANGE,SUM_ROWS_EXAMINED,SUM_NO_INDEX_USED,SUM_ROWS_AFFECTED,SUM_SELECT_FULL_JOIN,SUM_SORT_MERGE_PASSES,SUM_SELECT_RANGE_CHECK,SUM_NO_GOOD_INDEX_USED,SUM_CREATED_TMP_TABLES,SUM_SELECT_FULL_RANGE_JOIN,SUM_CREATED_TMP_DISK_TABLES

