EVENT_ID,THREAD_ID,END_EVENT_ID,NESTING_EVENT_ID,ERRORS,SOURCE,DIGEST,WARNINGS,SQL_TEXT,ROWS_SENT,TIMER_END,LOCK_TIME,SORT_SCAN,SORT_ROWS,SORT_RANGE,TIMER_WAIT,EVENT_NAME,SELECT_SCAN,DIGEST_TEXT,OBJECT_NAME,OBJECT_TYPE,MYSQL_ERRNO,TIMER_START,SELECT_RANGE,MESSAGE_TEXT,ROWS_AFFECTED,OBJECT_SCHEMA,ROWS_EXAMINED,NO_INDEX_USED,CURRENT_SCHEMA,SELECT_FULL_JOIN,RETURNED_SQLSTATE,SORT_MERGE_PASSES,NESTING_EVENT_TYPE,SELECT_RANGE_CHECK,NO_GOOD_INDEX_USED,CREATED_TMP_TABLES,OBJECT_INSTANCE_BEGIN,SELECT_FULL_RANGE_JOIN,CREATED_TMP_DISK_TABLES

