COUNT_STAR,COUNT_READ,OBJECT_NAME,OBJECT_TYPE,COUNT_FETCH,COUNT_WRITE,COUNT_UPDATE,COUNT_INSERT,COUNT_DELETE,OBJECT_SCHEMA,SUM_TIMER_WAIT,MIN_TIMER_READ,SUM_TIMER_READ,MAX_TIMER_WAIT,MAX_TIMER_READ,AVG_TIMER_WAIT,AVG_TIMER_READ,MIN_TIMER_WAIT,AVG_TIMER_FETCH,MIN_TIMER_WRITE,AVG_TIMER_WRITE,MAX_TIMER_WRITE,MAX_TIMER_FETCH,MIN_TIMER_FETCH,SUM_TIMER_FETCH,SUM_TIMER_WRITE,AVG_TIMER_DELETE,MAX_TIMER_UPDATE,MAX_TIMER_INSERT,SUM_TIMER_UPDATE,AVG_TIMER_INSERT,SUM_TIMER_INSERT,MAX_TIMER_DELETE,SUM_TIMER_DELETE,MIN_TIMER_DELETE,AVG_TIMER_UPDATE,MIN_TIMER_INSERT,MIN_TIMER_UPDATE

